2.070188	-8.731582	49.114475
0.454628	-8.677898	47.063851
-0.908323	-8.591920	45.223026
-2.055186	-8.526465	43.561548
-3.023685	-8.515608	42.054541
-3.850142	-8.580505	40.683537
-4.568036	-8.733733	39.436101
-5.207348	-8.982358	38.305039
-5.794397	-9.330048	37.287589
-6.351970	-9.778421	36.384775
-6.899601	-10.327839	35.600956
-7.453890	-10.977723	34.943565
-8.028800	-11.726500	34.422973
-8.635884	-12.571190	34.052422
-9.284385	-13.506678	33.847937
-9.981204	-14.524670	33.828117
-10.730686	-15.612354	34.013662
-11.534232	-16.750826	34.426488
-12.389715	-17.913377	35.088216
-13.290737	-19.063884	36.017855
-14.225777	-20.155647	37.228510
-15.177354	-21.131216	38.723083
-16.121392	-21.923879	40.489202
-17.027040	-22.461515	42.494006
-17.857286	-22.673285	44.679916
-18.570657	-22.499082	46.962980
-19.124197	-21.900643	49.235487
-19.477651	-20.872112	51.374004
-19.598402	-19.447016	53.252654
-19.466308	-17.698742	54.759547
-19.077390	-15.733057	55.812578
-18.445376	-13.673719	56.370355
-17.600617	-11.644649	56.435226
-16.586533	-9.753318	56.047983
-15.454417	-8.079299	55.276470
-14.257741	-6.669790	54.201854
-13.047063	-5.541557	52.906158
-11.866286	-4.687152	51.463354
-10.750529	-4.082847	49.934615
-9.725494	-3.696253	48.367112
-8.807984	-3.492437	46.795171
-8.007136	-3.438170	45.242602
-7.325996	-3.504434	43.725320
-6.763147	-3.667598	42.253736
-6.314200	-3.909658	40.834693
-5.973068	-4.217930	39.472928
-5.732983	-4.584467	38.172108
-5.587260	-5.005361	36.935574
-5.529848	-5.480060	35.766864
-5.555700	-6.010740	34.670119
-5.660990	-6.601754	33.650444
-5.843229	-7.259143	32.714243
-6.101289	-7.990185	31.869600
-6.435354	-8.802946	31.126688
-6.846809	-9.705769	30.498249
-7.338066	-10.706633	30.000118
-7.912302	-11.812310	29.651776
-8.573089	-13.027206	29.476882
-9.323890	-14.351799	29.503682
-10.167354	-15.780543	29.765127
-11.104371	-17.299193	30.298439
-12.132828	-18.881538	31.143757
-13.246034	-20.485759	32.341368
-14.430838	-22.050870	33.926967
-15.665554	-23.494211	35.924471
-16.917964	-24.711446	38.336281
-18.143888	-25.581014	41.131717
-19.287042	-25.974971	44.235707
-20.280991	-25.777175	47.521416
-21.053958	-24.907384	50.811661
-21.536615	-23.346288	53.893338
-21.672073	-21.153296	56.545705
-21.426072	-18.468383	58.577521
-20.794619	-15.493540	59.862413
-19.806566	-12.457305	60.360296
-18.520013	-9.573435	60.117362
-17.013461	-7.007122	59.245990
-15.374255	-4.857837	57.893628
-13.687353	-3.160040	56.211991
-12.026735	-1.896554	54.334768
-10.450485	-1.017061	52.366502
-8.999345	-0.455586	50.380938
-7.697842	-0.143682	48.425155
-6.556901	-0.018666	46.526029
-5.577028	-0.027675	44.696658
-4.751433	-0.128837	42.941612
-4.068743	-0.290741	41.260710
-3.515171	-0.491085	39.651478
-3.076144	-0.715046	38.110604
-2.737436	-0.953708	36.634720
-2.485910	-1.202673	35.220775
-2.309965	-1.460935	33.866172
-2.199749	-1.730002	32.568799
-2.147237	-2.013250	31.327025
-2.146202	-2.315478	30.139687
-2.192145	-2.642622	29.006107
-2.282194	-3.001604	27.926135
-2.415002	-3.400279	26.900241
-2.590662	-3.847462	25.929643
-2.810642	-4.353010	25.016503
-3.077735	-4.927933	24.164193
-3.396048	-5.584523	23.377646
-3.771002	-6.336467	22.663832
-4.209350	-7.198906	22.032373
-4.719190	-8.188390	21.496346
-5.309967	-9.322647	21.073304
-5.992409	-10.620041	20.786563
-6.778379	-12.098553	20.666747
-7.680531	-13.774016	20.753591
-8.711708	-15.657274	21.097839
-9.883896	-17.749817	21.762940
-11.206566	-20.037424	22.825913
-12.684154	-22.481407	24.376271
-14.312461	-25.007504	26.511252
-16.073821	-27.493433	29.324943
-17.931205	-29.758057	32.888588
-19.821992	-31.557914	37.220408
-21.653114	-32.599938	42.246813
-23.300424	-32.579964	47.764109
-24.615849	-31.251128	53.419062
-25.445108	-28.511222	58.732140
-25.655335	-24.477035	63.178489
-25.166376	-19.502010	66.313576
-23.974709	-14.109926	67.895528
-22.159254	-8.862008	67.944469
-19.865445	-4.216674	66.709476
-17.273844	-0.443537	64.566657
-14.565565	2.384933	61.904229
-11.895543	4.344451	59.041738
-9.378597	5.590992	56.198434
